player_id,yellow_cards,red_cards,goals,assists,minutes_played,market_value_in_eur,current_club_id,last_season,log_market_value_in_eur
259275,,,,,,75000.0,162.0,2014.0,11.225243392518447
237537,0.0,0.0,0.0,0.0,93.0,50000.0,2451.0,2013.0,10.819778284410283
344575,2.0,0.0,9.0,4.0,3909.0,5000000.0,1420.0,2022.0,15.424948470398375
220851,,,,,,600000.0,46.0,2015.0,13.304684934198283
137206,52.0,1.0,29.0,33.0,22269.0,7000000.0,1091.0,2023.0,15.761420707019587
483348,1.0,0.0,0.0,0.0,1064.0,13000000.0,252.0,2023.0,16.38045991542581
391907,4.0,0.0,3.0,6.0,2648.0,1000000.0,16704.0,2023.0,13.815510557964274
82939,9.0,0.0,3.0,3.0,7662.0,850000.0,133.0,2015.0,13.652991628466498
7090,8.0,0.0,0.0,0.0,7380.0,1500000.0,19771.0,2014.0,14.22097566607244
725703,0.0,0.0,0.0,0.0,99.0,500000.0,2759.0,2021.0,13.122363377404328
297649,,,,,,75000.0,416.0,2017.0,11.225243392518447
150948,90.0,0.0,13.0,12.0,16015.0,5000000.0,1533.0,2020.0,15.424948470398375
85484,0.0,0.0,0.0,0.0,250.0,700000.0,1210.0,2013.0,13.458835614025542
485586,7.0,1.0,1.0,2.0,2819.0,850000.0,306.0,2023.0,13.652991628466498
295810,8.0,0.0,6.0,6.0,4506.0,9000000.0,2293.0,2023.0,16.012735135300492
87142,8.0,0.0,21.0,1.0,3583.0,700000.0,1177.0,2017.0,13.458835614025542
37216,80.0,1.0,8.0,18.0,15525.0,2500000.0,2375.0,2021.0,14.73180128983843
196357,40.0,2.0,14.0,12.0,29906.0,40000000.0,15.0,2023.0,17.50439001207821
374418,0.0,0.0,0.0,0.0,257.0,1500000.0,276.0,2022.0,14.22097566607244
189283,0.0,0.0,0.0,0.0,143.0,550000.0,82.0,2016.0,13.217673557208654
35247,39.0,0.0,26.0,39.0,21512.0,8000000.0,1091.0,2023.0,15.89495209964411
284763,0.0,0.0,0.0,0.0,180.0,100000.0,1003.0,2014.0,11.512925464970229
743384,0.0,0.0,0.0,0.0,40.0,1200000.0,2282.0,2023.0,13.997832114758229
293283,1.0,0.0,1.0,2.0,2214.0,500000.0,724.0,2023.0,13.122363377404328
13052,,,,,,700000.0,204.0,2012.0,13.458835614025542
178349,,,,,,200000.0,415.0,2015.0,12.206072645530174
323704,11.0,1.0,64.0,40.0,15380.0,45000000.0,964.0,2022.0,17.622173047734595
208505,32.0,1.0,3.0,4.0,9132.0,2500000.0,20.0,2018.0,14.73180128983843
28953,13.0,0.0,1.0,2.0,4206.0,1250000.0,511.0,2021.0,14.038654109278484
527959,2.0,0.0,0.0,0.0,201.0,250000.0,865.0,2018.0,12.429216196844383
523913,,,,,,200000.0,533.0,2021.0,12.206072645530174
82505,5.0,0.0,1.0,2.0,2220.0,800000.0,1304.0,2016.0,13.592367006650065
318529,7.0,0.0,2.0,5.0,1237.0,1000000.0,520.0,2018.0,13.815510557964274
538954,0.0,0.0,0.0,0.0,180.0,450000.0,16704.0,2022.0,13.017002861746503
184381,1.0,0.0,1.0,0.0,421.0,4000000.0,1283.0,2019.0,15.201804919084164
650966,2.0,0.0,1.0,1.0,487.0,4000000.0,2919.0,2023.0,15.201804919084164
667401,3.0,0.0,0.0,1.0,627.0,375000.0,6646.0,2021.0,12.834681304952548
510385,0.0,0.0,0.0,0.0,32.0,350000.0,1531.0,2020.0,12.765688433465597
